microRNA	P-value (global)	P-value (local)	Association	Target (Gene Symbol)	Target (Entrez)
hsa-miR-34a	2.75e-07	0.00222	negative	AGAP2	116986
hsa-miR-34a	2.75e-07	0.00227	negative	SLC30A3	7781
hsa-miR-34a	2.75e-07	0.00283	negative	TRIM67	440730
hsa-miR-34a	2.75e-07	0.00304	negative	DPYSL4	10570
hsa-miR-34a	2.75e-07	0.0033	negative	CCDC135	84229
hsa-miR-34a	2.75e-07	3.04e-08	positive	CORO1C	23603
hsa-miR-34a	2.75e-07	6.66e-08	positive	VCL	7414
hsa-miR-34a	2.75e-07	1.47e-06	positive	TCF12	6938
hsa-miR-34a	2.75e-07	1.99e-06	positive	PDGFRA	5156
hsa-miR-34a	2.75e-07	2.8e-06	positive	ACSL4	2182
hsa-miR-34a	2.75e-07	3.54e-06	positive	STK38L	23012
hsa-miR-34a	2.75e-07	3.96e-06	positive	MYH9	4627
hsa-miR-34a	2.75e-07	4.8e-06	positive	DDX17	10521
hsa-miR-34a	2.75e-07	5.33e-06	positive	PGM1	5236
hsa-miR-34a	2.75e-07	5.53e-06	positive	TNRC6B	23112
hsa-miR-34a	2.75e-07	8.58e-06	positive	EML5	161436
hsa-miR-34a	2.75e-07	9.11e-06	positive	KIAA1217	56243
hsa-miR-34a	2.75e-07	1.07e-05	positive	PLAGL1	5325
hsa-miR-34a	2.75e-07	1.64e-05	positive	SAMD12	401474
hsa-miR-34a	2.75e-07	3.05e-05	positive	SRPR	6734
hsa-miR-34a	2.75e-07	0.000103	positive	RRAS	6237
hsa-miR-34a	2.75e-07	0.000121	positive	AXL	558
hsa-miR-34a	2.75e-07	0.000125	positive	ACTR1A	10121
hsa-miR-34a	2.75e-07	0.000129	positive	DAAM1	23002
hsa-miR-34a	2.75e-07	0.000158	positive	TMEM109	79073
hsa-miR-34a	2.75e-07	0.000173	positive	KDM4C	23081
hsa-miR-34a	2.75e-07	0.000191	positive	FBXO30	84085
hsa-miR-34a	2.75e-07	0.000208	positive	ZNF207	7756
hsa-miR-34a	2.75e-07	0.000303	positive	SLC2A13	114134
hsa-miR-34a	2.75e-07	0.000472	positive	NOTCH2	4853
hsa-miR-34a	2.75e-07	0.000511	positive	TBCK	93627
hsa-miR-34a	2.75e-07	0.000782	positive	ABR	29
hsa-miR-34a	2.75e-07	0.000819	positive	JMJD1C	221037
hsa-miR-34a	2.75e-07	0.00083	positive	ATMIN	23300
hsa-miR-34a	2.75e-07	0.000888	positive	ACSL1	2180
hsa-miR-34a	2.75e-07	0.000935	positive	XYLT1	64131
hsa-miR-34a	2.75e-07	0.00114	positive	MSL2	55167
hsa-miR-34a	2.75e-07	0.00116	positive	SLCO3A1	28232
hsa-miR-34a	2.75e-07	0.00142	positive	ALDOA	226
hsa-miR-34a	2.75e-07	0.00145	positive	COL12A1	1303
hsa-miR-34a	2.75e-07	0.00166	positive	NOTCH1	4851
hsa-miR-34a	2.75e-07	0.00178	positive	CNOT6L	246175
hsa-miR-34a	2.75e-07	0.00233	positive	ARSJ	79642
hsa-miR-34a	2.75e-07	0.00248	positive	ALG13	79868
hsa-miR-34a	2.75e-07	0.00344	positive	NFE2L1	4779
hsa-let-7f	3.15e-07	7.13e-09	negative	IGF2BP3	10643
hsa-let-7f	3.15e-07	9.11e-08	negative	HMGA1	3159
hsa-let-7f	3.15e-07	1.2e-07	negative	ZNF282	8427
hsa-let-7f	3.15e-07	1.73e-07	negative	DCAF15	90379
hsa-let-7f	3.15e-07	5.29e-07	negative	SLC12A9	56996
hsa-let-7f	3.15e-07	8.1e-07	negative	SOX13	9580
hsa-let-7f	3.15e-07	1.12e-06	negative	TRIM41	90933
hsa-let-7f	3.15e-07	1.51e-06	negative	KIFC2	90990
hsa-let-7f	3.15e-07	2.01e-06	negative	KCTD21	283219
hsa-let-7f	3.15e-07	3.13e-06	negative	GIPC1	10755
hsa-let-7f	3.15e-07	5.49e-06	negative	B3GAT3	26229
hsa-let-7f	3.15e-07	7.72e-06	negative	RBM38	55544
hsa-let-7f	3.15e-07	8.13e-06	negative	DAGLA	747
hsa-let-7f	3.15e-07	1.39e-05	negative	PLEKHG6	55200
hsa-let-7f	3.15e-07	1.41e-05	negative	TARBP2	6895
hsa-let-7f	3.15e-07	1.53e-05	negative	ZC3H3	23144
hsa-let-7f	3.15e-07	1.56e-05	negative	CCL7	6354
hsa-let-7f	3.15e-07	2.36e-05	negative	ZNF341	84905
hsa-let-7f	3.15e-07	2.58e-05	negative	ARID3B	10620
hsa-let-7f	3.15e-07	3.18e-05	negative	APBB3	10307
hsa-let-7f	3.15e-07	3.41e-05	negative	FAM214B	80256
hsa-let-7f	3.15e-07	3.83e-05	negative	POU2F2	5452
hsa-let-7f	3.15e-07	4.67e-05	negative	PTPRU	10076
hsa-let-7f	3.15e-07	5.38e-05	negative	PLXND1	23129
hsa-let-7f	3.15e-07	5.7e-05	negative	HIC2	23119
hsa-let-7f	3.15e-07	9.29e-05	negative	CDC34	997
hsa-let-7f	3.15e-07	9.3e-05	negative	MESDC1	59274
hsa-let-7f	3.15e-07	0.000108	negative	NKD1	85407
hsa-let-7f	3.15e-07	0.00011	negative	C11orf84	144097
hsa-let-7f	3.15e-07	0.000111	negative	GALE	2582
hsa-let-7f	3.15e-07	0.00012	negative	GPR156	165829
hsa-let-7f	3.15e-07	0.00012	negative	LOR	4014
hsa-let-7f	3.15e-07	0.000143	negative	RPUSD3	285367
hsa-let-7f	3.15e-07	0.00015	negative	CERCAM	51148
hsa-let-7f	3.15e-07	0.000156	negative	SCN4B	6330
hsa-let-7f	3.15e-07	0.000171	negative	CRCT1	54544
hsa-let-7f	3.15e-07	0.000178	negative	SEC14L5	9717
hsa-let-7f	3.15e-07	0.000179	negative	COL24A1	255631
hsa-let-7f	3.15e-07	0.000191	negative	AURKB	9212
hsa-let-7f	3.15e-07	0.000208	negative	CD200R1	131450
hsa-let-7f	3.15e-07	0.000213	negative	HOXC11	3227
hsa-let-7f	3.15e-07	0.000227	negative	HABP4	22927
hsa-let-7f	3.15e-07	0.000246	negative	LIN28B	389421
hsa-let-7f	3.15e-07	0.000253	negative	OPRM1	4988
hsa-let-7f	3.15e-07	0.000254	negative	ADAMTS8	11095
hsa-let-7f	3.15e-07	0.000266	negative	HAND1	9421
hsa-let-7f	3.15e-07	0.000269	negative	PPP1R16B	26051
hsa-let-7f	3.15e-07	0.000288	negative	SOWAHA	134548
hsa-let-7f	3.15e-07	0.000299	negative	PRSS22	64063
hsa-let-7f	3.15e-07	0.000312	negative	PALD1	27143
hsa-let-7f	3.15e-07	0.000315	negative	FBXL12	54850
hsa-let-7f	3.15e-07	0.000316	negative	CECR6	27439
hsa-let-7f	3.15e-07	0.000326	negative	MEIS3	56917
hsa-let-7f	3.15e-07	0.00035	negative	KCTD17	79734
hsa-let-7f	3.15e-07	0.000355	negative	ABCB9	23457
hsa-let-7f	3.15e-07	0.000448	negative	NRTN	4902
hsa-let-7f	3.15e-07	0.000484	negative	HMGA2	8091
hsa-let-7f	3.15e-07	0.000489	negative	DOCK3	1795
hsa-let-7f	3.15e-07	5e-04	negative	ARL4D	379
hsa-let-7f	3.15e-07	0.000518	negative	BEGAIN	57596
hsa-let-7f	3.15e-07	0.000607	negative	PAPPA	5069
hsa-let-7f	3.15e-07	0.000608	negative	ESPL1	9700
hsa-let-7f	3.15e-07	0.000717	negative	IGF2BP1	10642
hsa-let-7f	3.15e-07	0.000747	negative	CACFD1	11094
hsa-let-7f	3.15e-07	0.000792	negative	MGLL	11343
hsa-let-7f	3.15e-07	0.000924	negative	HTR4	3360
hsa-let-7f	3.15e-07	0.00095	negative	CPEB1	64506
hsa-let-7f	3.15e-07	0.000979	negative	CHRD	8646
hsa-let-7f	3.15e-07	0.00111	negative	SLC8A2	6543
hsa-let-7f	3.15e-07	0.00111	negative	TRIM71	131405
hsa-let-7f	3.15e-07	0.00114	negative	ALPK3	57538
hsa-let-7f	3.15e-07	0.00118	negative	TRIM67	440730
hsa-let-7f	3.15e-07	0.00137	negative	TUSC2	11334
hsa-let-7f	3.15e-07	0.00143	negative	NGF	4803
hsa-let-7f	3.15e-07	0.00145	negative	PTAFR	5724
hsa-let-7f	3.15e-07	0.0015	negative	NME6	10201
hsa-let-7f	3.15e-07	0.00158	negative	HOXD1	3231
hsa-let-7f	3.15e-07	0.00159	negative	GPR137	56834
hsa-let-7f	3.15e-07	0.0016	negative	TNFSF9	8744
hsa-let-7f	3.15e-07	0.0016	negative	DMRT2	10655
hsa-let-7f	3.15e-07	0.00176	negative	SNAI3	333929
hsa-let-7f	3.15e-07	0.00203	negative	FASLG	356
hsa-let-7f	3.15e-07	0.00218	negative	IGDCC4	57722
hsa-let-7f	3.15e-07	0.00223	negative	AP1S1	1174
hsa-let-7f	3.15e-07	0.00251	negative	LSM11	134353
hsa-let-7f	3.15e-07	0.00256	negative	AFF2	2334
hsa-let-7f	3.15e-07	0.00263	negative	IGDCC3	9543
hsa-let-7f	3.15e-07	0.00278	negative	SOCS1	8651
hsa-let-7f	3.15e-07	0.0029	negative	CACNG4	27092
hsa-let-7f	3.15e-07	0.00308	negative	PCDH19	57526
hsa-let-7f	3.15e-07	0.00312	negative	IL13	3596
hsa-let-7f	3.15e-07	0.00334	negative	LRRC17	10234
hsa-let-7f	3.15e-07	0.00367	negative	RASL10B	91608
hsa-let-7f	3.15e-07	0.00375	negative	PSORS1C2	170680
hsa-let-7f	3.15e-07	0.0038	negative	SLC7A14	57709
hsa-let-7f	3.15e-07	0.00384	negative	THRSP	7069
hsa-let-7f	3.15e-07	0.00409	negative	FIGNL2	401720
hsa-let-7f	3.15e-07	0.00474	negative	ZCCHC3	85364
hsa-let-7f	3.15e-07	1.49e-10	positive	EIF4G2	1982
hsa-let-7f	3.15e-07	1.82e-10	positive	RANBP2	5903
hsa-let-7f	3.15e-07	4.08e-10	positive	UFM1	51569
hsa-let-7f	3.15e-07	2.68e-09	positive	MAP4K3	8491
hsa-let-7f	3.15e-07	8.28e-09	positive	NUP98	4928
hsa-let-7f	3.15e-07	3.21e-08	positive	LTN1	26046
hsa-let-7f	3.15e-07	4.34e-08	positive	ZNF644	84146
hsa-let-7f	3.15e-07	5.82e-08	positive	BZW1	9689
hsa-let-7f	3.15e-07	9.15e-08	positive	USP24	23358
hsa-let-7f	3.15e-07	1.93e-07	positive	STX17	55014
hsa-let-7f	3.15e-07	9.06e-07	positive	USP47	55031
hsa-let-7f	3.15e-07	1.01e-06	positive	GDAP2	54834
hsa-let-7f	3.15e-07	1.05e-06	positive	RICTOR	253260
hsa-let-7f	3.15e-07	1.09e-06	positive	MGA	23269
hsa-let-7f	3.15e-07	1.57e-06	positive	HELZ	9931
hsa-let-7f	3.15e-07	1.6e-06	positive	SECISBP2L	9728
hsa-let-7f	3.15e-07	2.03e-06	positive	C15orf29	79768
hsa-let-7f	3.15e-07	2.13e-06	positive	AHCTF1	25909
hsa-let-7f	3.15e-07	2.58e-06	positive	NLK	51701
hsa-let-7f	3.15e-07	3.86e-06	positive	LRIG2	9860
hsa-let-7f	3.15e-07	4.06e-06	positive	BCAP29	55973
hsa-let-7f	3.15e-07	5.91e-06	positive	LIPH	200879
hsa-let-7f	3.15e-07	6.28e-06	positive	GXYLT1	283464
hsa-let-7f	3.15e-07	7.61e-06	positive	TRMT13	54482
hsa-let-7f	3.15e-07	8.6e-06	positive	IKZF2	22807
hsa-let-7f	3.15e-07	9.62e-06	positive	STXBP5	134957
hsa-let-7f	3.15e-07	1.25e-05	positive	EEA1	8411
hsa-let-7f	3.15e-07	1.37e-05	positive	ANKRD28	23243
hsa-let-7f	3.15e-07	1.89e-05	positive	ACTR10	55860
hsa-let-7f	3.15e-07	2.22e-05	positive	PBX3	5090
hsa-let-7f	3.15e-07	2.37e-05	positive	TMEM2	23670
hsa-let-7f	3.15e-07	2.46e-05	positive	GALC	2581
hsa-let-7f	3.15e-07	3.25e-05	positive	RUFY2	55680
hsa-let-7f	3.15e-07	3.46e-05	positive	BACH1	571
hsa-let-7f	3.15e-07	3.73e-05	positive	FAM178A	55719
hsa-let-7f	3.15e-07	4.77e-05	positive	MGAT4A	11320
hsa-let-7f	3.15e-07	5.99e-05	positive	GNG5	2787
hsa-let-7f	3.15e-07	6.41e-05	positive	DNAJA2	10294
hsa-let-7f	3.15e-07	6.95e-05	positive	PRPF38B	55119
hsa-let-7f	3.15e-07	0.000109	positive	TSC1	7248
hsa-let-7f	3.15e-07	0.000121	positive	RTCA	8634
hsa-let-7f	3.15e-07	0.000125	positive	CPEB2	132864
hsa-let-7f	3.15e-07	0.000128	positive	TMED5	50999
hsa-let-7f	3.15e-07	0.000194	positive	NEK3	4752
hsa-let-7f	3.15e-07	0.000216	positive	MAPK6	5597
hsa-let-7f	3.15e-07	0.000242	positive	SLC25A24	29957
hsa-let-7f	3.15e-07	0.00027	positive	FNIP1	96459
hsa-let-7f	3.15e-07	0.000312	positive	CGNL1	84952
hsa-let-7f	3.15e-07	0.000336	positive	MED28	80306
hsa-let-7f	3.15e-07	0.000339	positive	IQCB1	9657
hsa-let-7f	3.15e-07	0.00048	positive	HS2ST1	9653
hsa-let-7f	3.15e-07	0.000495	positive	MYCBP	26292
hsa-let-7f	3.15e-07	0.000603	positive	NRAS	4893
hsa-let-7f	3.15e-07	0.000661	positive	TTC39C	125488
hsa-let-7f	3.15e-07	0.000735	positive	UBN2	254048
hsa-let-7f	3.15e-07	0.00136	positive	DDI2	84301
hsa-let-7f	3.15e-07	0.0015	positive	QARS	5859
hsa-let-7f	3.15e-07	0.0017	positive	NAP1L1	4673
hsa-let-7f	3.15e-07	0.00201	positive	SLC35D2	11046
hsa-let-7f	3.15e-07	0.00202	positive	MLLT4	4301
hsa-let-7f	3.15e-07	0.00259	positive	NAA30	122830
hsa-let-7f	3.15e-07	0.00271	positive	ZNF322	79692
hsa-let-7f	3.15e-07	0.00301	positive	MAP3K1	4214
hsa-let-7f	3.15e-07	0.0032	positive	RNF20	56254
hsa-let-7f	3.15e-07	0.00328	positive	LRIG3	121227
hsa-let-7f	3.15e-07	0.00362	positive	PRKAA2	5563
hsa-let-7f	3.15e-07	0.00418	positive	USP32	84669
hsa-miR-501-3p	4.07e-07	1.74e-09	negative	ZC3H12C	85463
hsa-miR-501-3p	4.07e-07	1.39e-08	negative	TFDP2	7029
hsa-miR-501-3p	4.07e-07	2.84e-08	negative	NAA30	122830
hsa-miR-501-3p	4.07e-07	3.61e-07	negative	KCTD9	54793
hsa-miR-501-3p	4.07e-07	1.68e-06	negative	ACTN1	87
hsa-miR-501-3p	4.07e-07	3.34e-06	negative	LUZP1	7798
hsa-miR-501-3p	4.07e-07	5.8e-06	negative	SEC63	11231
hsa-miR-501-3p	4.07e-07	1.15e-05	negative	ATL1	51062
hsa-miR-501-3p	4.07e-07	1.35e-05	negative	CSDE1	7812
hsa-miR-501-3p	4.07e-07	2.56e-05	negative	TARDBP	23435
hsa-miR-501-3p	4.07e-07	4.9e-05	negative	CPEB2	132864
hsa-miR-501-3p	4.07e-07	9.4e-05	negative	PSMD11	5717
hsa-miR-501-3p	4.07e-07	9.83e-05	negative	RNF10	9921
hsa-miR-501-3p	4.07e-07	0.000124	negative	GPR107	57720
hsa-miR-501-3p	4.07e-07	0.000133	negative	NR1D2	9975
hsa-miR-501-3p	4.07e-07	0.000201	negative	NAA16	79612
hsa-miR-501-3p	4.07e-07	0.000216	negative	SETD7	80854
hsa-miR-501-3p	4.07e-07	0.000245	negative	ARID5B	84159
hsa-miR-501-3p	4.07e-07	0.000276	negative	PLS3	5358
hsa-miR-501-3p	4.07e-07	0.000493	negative	ATP1B1	481
hsa-miR-501-3p	4.07e-07	0.000696	negative	SEMA3C	10512
hsa-miR-501-3p	4.07e-07	0.000815	negative	DNAJB6	10049
hsa-miR-501-3p	4.07e-07	0.00133	negative	PPP3CC	5533
hsa-miR-501-3p	4.07e-07	0.00226	negative	TCEAL4	79921
hsa-miR-501-3p	4.07e-07	0.00238	negative	SRSF3	6428
hsa-miR-501-3p	4.07e-07	0.00296	negative	LDHA	3939
hsa-miR-501-3p	4.07e-07	0.00316	negative	PLD3	23646
hsa-miR-501-3p	4.07e-07	0.00422	negative	TSHZ3	57616
hsa-miR-501-3p	4.07e-07	0.00445	negative	PTPRF	5792
hsa-miR-501-3p	4.07e-07	2.37e-08	positive	DLGAP2	9228
hsa-miR-501-3p	4.07e-07	2.26e-06	positive	HOXC13	3229
hsa-miR-501-3p	4.07e-07	3.9e-06	positive	ONECUT2	9480
hsa-miR-501-3p	4.07e-07	7.14e-06	positive	TUSC1	286319
hsa-miR-501-3p	4.07e-07	1.25e-05	positive	POU3F1	5453
hsa-miR-501-3p	4.07e-07	2.87e-05	positive	PHOX2B	8929
hsa-miR-501-3p	4.07e-07	3.3e-05	positive	ARPP21	10777
hsa-miR-501-3p	4.07e-07	0.000115	positive	DOK6	220164
hsa-miR-501-3p	4.07e-07	0.000154	positive	MYCN	4613
hsa-miR-501-3p	4.07e-07	0.000176	positive	TMEM198	130612
hsa-miR-501-3p	4.07e-07	0.00022	positive	RGS3	5998
hsa-miR-501-3p	4.07e-07	0.000285	positive	ZIC4	84107
hsa-miR-501-3p	4.07e-07	0.0015	positive	TET3	200424
hsa-miR-501-3p	4.07e-07	0.00169	positive	KRT85	3891
hsa-miR-501-3p	4.07e-07	0.00189	positive	PDZD2	23037
hsa-miR-501-3p	4.07e-07	0.00225	positive	PEX5L	51555
hsa-miR-501-3p	4.07e-07	0.00263	positive	SCN2A	6326
hsa-miR-454	4.36e-07	3.4e-09	negative	ATG4D	84971
hsa-miR-454	4.36e-07	8.92e-09	negative	BAHD1	22893
hsa-miR-454	4.36e-07	5.38e-08	negative	IMPDH1	3614
hsa-miR-454	4.36e-07	7.38e-08	negative	POU6F1	5463
hsa-miR-454	4.36e-07	7.42e-08	negative	FASTK	10922
hsa-miR-454	4.36e-07	4.35e-07	negative	CCND3	896
hsa-miR-454	4.36e-07	2.22e-06	negative	BZRAP1	9256
hsa-miR-454	4.36e-07	2.31e-06	negative	CDK2AP2	10263
hsa-miR-454	4.36e-07	2.78e-06	negative	TRIM3	10612
hsa-miR-454	4.36e-07	3.85e-06	negative	NPEPL1	79716
hsa-miR-454	4.36e-07	3.93e-06	negative	RNPEPL1	57140
hsa-miR-454	4.36e-07	6.07e-06	negative	PITPNM2	57605
hsa-miR-454	4.36e-07	1.12e-05	negative	VGLL4	9686
hsa-miR-454	4.36e-07	1.19e-05	negative	THOP1	7064
hsa-miR-454	4.36e-07	1.68e-05	negative	SOX4	6659
hsa-miR-454	4.36e-07	1.75e-05	negative	ARX	170302
hsa-miR-454	4.36e-07	2.15e-05	negative	ITFG3	83986
hsa-miR-454	4.36e-07	2.93e-05	negative	FNDC4	64838
hsa-miR-454	4.36e-07	3.77e-05	negative	IKZF4	64375
hsa-miR-454	4.36e-07	4.54e-05	negative	RXFP2	122042
hsa-miR-454	4.36e-07	5.09e-05	negative	PCDH15	65217
hsa-miR-454	4.36e-07	5.35e-05	negative	SHANK2	22941
hsa-miR-454	4.36e-07	0.000167	negative	DIP2A	23181
hsa-miR-454	4.36e-07	0.000201	negative	PRR15	222171
hsa-miR-454	4.36e-07	0.000209	negative	HOXD1	3231
hsa-miR-454	4.36e-07	0.000253	negative	SNAPIN	23557
hsa-miR-454	4.36e-07	0.000294	negative	PTH	5741
hsa-miR-454	4.36e-07	0.000298	negative	MDGA2	161357
hsa-miR-454	4.36e-07	0.00034	negative	WNT1	7471
hsa-miR-454	4.36e-07	0.000354	negative	SPHK2	56848
hsa-miR-454	4.36e-07	0.000401	negative	CSK	1445
hsa-miR-454	4.36e-07	0.000401	negative	FSTL5	56884
hsa-miR-454	4.36e-07	0.000464	negative	EDA	1896
hsa-miR-454	4.36e-07	0.000564	negative	ST18	9705
hsa-miR-454	4.36e-07	0.000646	negative	ST8SIA5	29906
hsa-miR-454	4.36e-07	0.000656	negative	POU3F2	5454
hsa-miR-454	4.36e-07	0.000981	negative	ZPLD1	131368
hsa-miR-454	4.36e-07	0.00104	negative	NCKIPSD	51517
hsa-miR-454	4.36e-07	0.00118	negative	FAM43A	131583
hsa-miR-454	4.36e-07	0.00121	negative	FAM53B	9679
hsa-miR-454	4.36e-07	0.00158	negative	MAST2	23139
hsa-miR-454	4.36e-07	0.00176	negative	NEUROG1	4762
hsa-miR-454	4.36e-07	0.00177	negative	DLL1	28514
hsa-miR-454	4.36e-07	0.00218	negative	LRP2	4036
hsa-miR-454	4.36e-07	0.00221	negative	MED12L	116931
hsa-miR-454	4.36e-07	0.0023	negative	ADAMTS19	171019
hsa-miR-454	4.36e-07	0.00235	negative	ST8SIA3	51046
hsa-miR-454	4.36e-07	0.00262	negative	LYSMD2	256586
hsa-miR-454	4.36e-07	0.00262	negative	UCP3	7352
hsa-miR-454	4.36e-07	0.00264	negative	FOXF2	2295
hsa-miR-454	4.36e-07	0.00315	negative	DYNLL2	140735
hsa-miR-454	4.36e-07	0.0034	negative	MAML1	9794
hsa-miR-454	4.36e-07	0.00358	negative	WNT10A	80326
hsa-miR-454	4.36e-07	0.00378	negative	HS3ST5	222537
hsa-miR-454	4.36e-07	0.00417	negative	CHST1	8534
hsa-miR-454	4.36e-07	0.0043	negative	PSD	5662
hsa-miR-454	4.36e-07	0.00439	negative	HOXA5	3202
hsa-miR-454	4.36e-07	0.00444	negative	SNIP1	79753
hsa-miR-454	4.36e-07	2.45e-11	positive	ATP13A3	79572
hsa-miR-454	4.36e-07	3.79e-10	positive	GMFB	2764
hsa-miR-454	4.36e-07	1.78e-09	positive	PAPD4	167153
hsa-miR-454	4.36e-07	4.37e-09	positive	DENND4C	55667
hsa-miR-454	4.36e-07	6.73e-09	positive	ETNK1	55500
hsa-miR-454	4.36e-07	9.67e-09	positive	VPS37A	137492
hsa-miR-454	4.36e-07	9.9e-09	positive	MLLT10	8028
hsa-miR-454	4.36e-07	1.14e-08	positive	ARHGAP12	94134
hsa-miR-454	4.36e-07	1.33e-08	positive	WDFY3	23001
hsa-miR-454	4.36e-07	1.72e-08	positive	ZNF148	7707
hsa-miR-454	4.36e-07	1.75e-08	positive	NCOA3	8202
hsa-miR-454	4.36e-07	2.22e-08	positive	PAN3	255967
hsa-miR-454	4.36e-07	3.08e-08	positive	MMGT1	93380
hsa-miR-454	4.36e-07	3.37e-08	positive	RAB5A	5868
hsa-miR-454	4.36e-07	4.4e-08	positive	EXOC5	10640
hsa-miR-454	4.36e-07	7.59e-08	positive	BIRC6	57448
hsa-miR-454	4.36e-07	8.54e-08	positive	TARDBP	23435
hsa-miR-454	4.36e-07	1.16e-07	positive	SOS2	6655
hsa-miR-454	4.36e-07	1.21e-07	positive	SRSF2	6427
hsa-miR-454	4.36e-07	1.79e-07	positive	UBE2W	55284
hsa-miR-454	4.36e-07	1.8e-07	positive	CUL3	8452
hsa-miR-454	4.36e-07	4.59e-07	positive	MIER1	57708
hsa-miR-454	4.36e-07	4.73e-07	positive	PHF3	23469
hsa-miR-454	4.36e-07	4.84e-07	positive	SLC44A1	23446
hsa-miR-454	4.36e-07	4.98e-07	positive	ARHGEF12	23365
hsa-miR-454	4.36e-07	5.74e-07	positive	ZFC3H1	196441
hsa-miR-454	4.36e-07	6.27e-07	positive	CASD1	64921
hsa-miR-454	4.36e-07	7.34e-07	positive	ARRDC3	57561
hsa-miR-454	4.36e-07	1.58e-06	positive	ERBB2IP	55914
hsa-miR-454	4.36e-07	1.87e-06	positive	CCDC6	8030
hsa-miR-454	4.36e-07	2.59e-06	positive	USP28	57646
hsa-miR-454	4.36e-07	3.08e-06	positive	MIB1	57534
hsa-miR-454	4.36e-07	3.2e-06	positive	ZFP91	80829
hsa-miR-454	4.36e-07	3.59e-06	positive	GTF2H1	2965
hsa-miR-454	4.36e-07	4.01e-06	positive	FAM178A	55719
hsa-miR-454	4.36e-07	4.53e-06	positive	RASA1	5921
hsa-miR-454	4.36e-07	5.21e-06	positive	PTPN4	5775
hsa-miR-454	4.36e-07	5.62e-06	positive	TOM1L1	10040
hsa-miR-454	4.36e-07	6.75e-06	positive	SNX5	27131
hsa-miR-454	4.36e-07	7.34e-06	positive	NUP133	55746
hsa-miR-454	4.36e-07	8.5e-06	positive	EPC2	26122
hsa-miR-454	4.36e-07	1.14e-05	positive	CCDC126	90693
hsa-miR-454	4.36e-07	1.38e-05	positive	HBS1L	10767
hsa-miR-454	4.36e-07	1.52e-05	positive	UBE2D1	7321
hsa-miR-454	4.36e-07	2.05e-05	positive	PRKACB	5567
hsa-miR-454	4.36e-07	2.09e-05	positive	CNOT6	57472
hsa-miR-454	4.36e-07	2.42e-05	positive	CHD9	80205
hsa-miR-454	4.36e-07	3.1e-05	positive	STIM2	57620
hsa-miR-454	4.36e-07	3.21e-05	positive	FBXO28	23219
hsa-miR-454	4.36e-07	3.39e-05	positive	MBD4	8930
hsa-miR-454	4.36e-07	3.54e-05	positive	TBL1XR1	79718
hsa-miR-454	4.36e-07	3.96e-05	positive	PRKAA1	5562
hsa-miR-454	4.36e-07	6.03e-05	positive	DICER1	23405
hsa-miR-454	4.36e-07	8.54e-05	positive	ACBD3	64746
hsa-miR-454	4.36e-07	8.71e-05	positive	COG5	10466
hsa-miR-454	4.36e-07	9.29e-05	positive	LYSMD3	116068
hsa-miR-454	4.36e-07	0.000124	positive	RBM25	58517
hsa-miR-454	4.36e-07	0.000125	positive	KDM2A	22992
hsa-miR-454	4.36e-07	0.000126	positive	FAM190B	54462
hsa-miR-454	4.36e-07	0.000169	positive	RBFOX2	23543
hsa-miR-454	4.36e-07	0.000172	positive	PIGA	5277
hsa-miR-454	4.36e-07	0.000194	positive	SERBP1	26135
hsa-miR-454	4.36e-07	0.000196	positive	DYNC1LI2	1783
hsa-miR-454	4.36e-07	0.000198	positive	CPEB4	80315
hsa-miR-454	4.36e-07	0.000227	positive	G3BP2	9908
hsa-miR-454	4.36e-07	0.000273	positive	WHSC1L1	54904
hsa-miR-454	4.36e-07	0.000306	positive	SECISBP2L	9728
hsa-miR-454	4.36e-07	0.000337	positive	KLF3	51274
hsa-miR-454	4.36e-07	0.000389	positive	CNIH	10175
hsa-miR-454	4.36e-07	0.000392	positive	RFX7	64864
hsa-miR-454	4.36e-07	0.000421	positive	ZFYVE9	9372
hsa-miR-454	4.36e-07	0.000438	positive	VPS13D	55187
hsa-miR-454	4.36e-07	0.00044	positive	ZAK	51776
hsa-miR-454	4.36e-07	0.000474	positive	SOCS5	9655
hsa-miR-454	4.36e-07	0.000507	positive	MLL	4297
hsa-miR-454	4.36e-07	0.000641	positive	ANKIB1	54467
hsa-miR-454	4.36e-07	0.000772	positive	INO80	54617
hsa-miR-454	4.36e-07	0.000822	positive	SAMD8	142891
hsa-miR-454	4.36e-07	0.000836	positive	NEK9	91754
hsa-miR-454	4.36e-07	0.000882	positive	SNX2	6643
hsa-miR-454	4.36e-07	0.00112	positive	FOXP1	27086
hsa-miR-454	4.36e-07	0.00113	positive	PIKFYVE	200576
hsa-miR-454	4.36e-07	0.00128	positive	TSC22D1	8848
hsa-miR-454	4.36e-07	0.00136	positive	CYB5R4	51167
hsa-miR-454	4.36e-07	0.00173	positive	PPP2R1B	5519
hsa-miR-454	4.36e-07	0.00174	positive	FAM45A	404636
hsa-miR-454	4.36e-07	0.00221	positive	EFR3A	23167
hsa-miR-454	4.36e-07	0.00227	positive	FZD6	8323
hsa-miR-454	4.36e-07	0.00255	positive	RNF2	6045
hsa-miR-454	4.36e-07	0.00275	positive	TSC1	7248
hsa-miR-454	4.36e-07	0.00285	positive	TGFB2	7042
hsa-miR-454	4.36e-07	0.00305	positive	LONRF1	91694
hsa-miR-454	4.36e-07	0.0035	positive	DCBLD2	131566
